"Time"	"1 nw-401"
-0.200000	0
-0.180000	0
-0.160000	0
-0.140000	0
-0.120000	0
-0.100000	0
-0.080000	0
-0.060000	0
-0.040000	0
-0.020000	0
-0.000000	0
0.020000	9
0.040000	6
0.060000	9
0.080000	10
0.100000	12
0.120000	14
0.140000	15
0.160000	12
0.180000	7
0.200000	8
0.220000	6
0.240000	6
0.260000	8
0.280000	7
0.300000	6
0.320000	6
0.340000	6
0.360000	6
0.380000	6
0.400000	6
0.420000	6
0.440000	5
0.460000	5
0.480000	6
0.500000	6
0.520000	5
0.540000	5
0.560000	5
0.580000	6
0.600000	5
0.620000	4
0.640000	6
0.660000	4
0.680000	5
0.700000	6
0.720000	4
0.740000	5
0.760000	4
0.780000	5
0.800000	5
0.820000	4
0.840000	5
0.860000	4
0.880000	5
0.900000	4
0.920000	5
0.940000	4
0.960000	4
0.980000	4
1.000000	4
1.020000	3
1.040000	6
1.060000	3
1.080000	3
1.100000	6
1.120000	3
1.140000	3
1.160000	3
1.180000	0
1.200000	0
1.220000	0
1.240000	0
1.260000	0
1.280000	0
