"Time"	"1 nw-801"
-0.200000	2
-0.180000	2
-0.160000	1
-0.140000	0
-0.120000	2
-0.100000	0
-0.080000	3
-0.060000	0
-0.040000	2
-0.020000	2
0.000000	0
0.020000	0
0.040000	2
0.060000	2
0.080000	4
0.100000	3
0.120000	5
0.140000	4
0.160000	5
0.180000	0
0.200000	0
0.220000	2
0.240000	1
0.260000	2
0.280000	2
0.300000	1
0.320000	2
0.340000	2
0.360000	1
0.380000	0
0.400000	1
0.420000	0
0.440000	1
0.460000	0
0.480000	0
0.500000	1
0.520000	2
0.540000	0
0.560000	1
0.580000	0
0.600000	1
0.620000	0
0.640000	0
0.660000	1
0.680000	0
0.700000	0
0.720000	0
0.740000	1
0.760000	0
0.780000	3
0.800000	0
0.820000	1
0.840000	0
0.860000	1
0.880000	1
0.900000	1
0.920000	2
0.940000	2
0.960000	0
0.980000	2
1.000000	0
1.020000	0
1.040000	0
1.060000	0
1.080000	0
1.100000	0
1.120000	0
1.140000	0
1.160000	1
1.180000	1
1.200000	0
1.220000	1
1.240000	1
1.260000	1
1.280000	1
1.300000	0
