"Time"	"1 nw-401"
-0.200000	3
-0.180000	2
-0.160000	3
-0.140000	3
-0.120000	2
-0.100000	3
-0.080000	3
-0.060000	3
-0.040000	2
-0.020000	2
-0.000000	3
0.020000	5
0.040000	6
0.060000	7
0.080000	7
0.100000	9
0.120000	8
0.140000	10
0.160000	10
0.180000	8
0.200000	8
0.220000	9
0.240000	8
0.260000	8
0.280000	7
0.300000	8
0.320000	8
0.340000	7
0.360000	7
0.380000	8
0.400000	7
0.420000	7
0.440000	7
0.460000	7
0.480000	8
0.500000	6
0.520000	8
0.540000	6
0.560000	7
0.580000	7
0.600000	7
0.620000	6
0.640000	7
0.660000	8
0.680000	6
0.700000	6
0.720000	6
0.740000	7
0.760000	7
0.780000	7
0.800000	6
0.820000	6
0.840000	6
0.860000	8
0.880000	6
0.900000	7
0.920000	6
0.940000	6
0.960000	6
0.980000	6
1.000000	6
1.020000	7
1.040000	6
1.060000	6
1.080000	7
1.100000	6
1.120000	6
1.140000	6
1.160000	6
1.180000	3
1.200000	2
1.220000	1
1.240000	0
1.260000	0
1.280000	0
1.300000	0
