"Time"	"1 untitled"
-0.200000	0
-0.180000	0
-0.160000	0
-0.140000	0
-0.120000	0
-0.100000	0
-0.080000	0
-0.060000	0
-0.040000	0
-0.020000	0
-0.000000	0
0.020000	9
0.040000	7
0.060000	8
0.080000	8
0.100000	9
0.120000	9
0.140000	10
0.160000	8
0.180000	6
0.200000	4
0.220000	5
0.240000	4
0.260000	5
0.280000	4
0.300000	5
0.320000	3
0.340000	4
0.360000	4
0.380000	4
0.400000	4
0.420000	3
0.440000	4
0.460000	3
0.480000	3
0.500000	3
0.520000	3
0.540000	4
0.560000	3
0.580000	3
0.600000	3
0.620000	3
0.640000	3
0.660000	2
0.680000	2
0.700000	2
0.720000	3
0.740000	3
0.760000	2
0.780000	1
0.800000	2
0.820000	1
0.840000	2
0.860000	1
0.880000	2
0.900000	0
0.920000	2
0.940000	0
0.960000	0
0.980000	0
1.000000	0
1.020000	0
1.040000	0
1.060000	0
1.080000	0
1.100000	0
1.120000	0
1.140000	0
1.160000	0
1.180000	0
1.200000	0
1.220000	0
1.240000	0
1.260000	0
1.280000	0
