"Time"	"1 nw-401"
-0.200000	0
-0.180000	0
-0.160000	0
-0.140000	0
-0.120000	0
-0.100000	0
-0.080000	0
-0.060000	0
-0.040000	0
-0.020000	0
0.000000	0
0.020000	9
0.040000	9
0.060000	10
0.080000	14
0.100000	9
0.120000	9
0.140000	7
0.160000	7
0.180000	9
0.200000	9
0.220000	10
0.240000	11
0.260000	10
0.280000	11
0.300000	10
0.320000	12
0.340000	12
0.360000	12
0.380000	12
0.400000	10
0.420000	12
0.440000	11
0.460000	10
0.480000	12
0.500000	11
0.520000	10
0.540000	11
0.560000	10
0.580000	10
0.600000	10
0.620000	10
0.640000	9
0.660000	8
0.680000	9
0.700000	11
0.720000	9
0.740000	9
0.760000	9
0.780000	8
0.800000	10
0.820000	7
0.840000	9
0.860000	9
0.880000	9
0.900000	11
0.920000	8
0.940000	9
0.960000	9
0.980000	9
1.000000	9
1.020000	9
1.040000	9
1.060000	8
1.080000	9
1.100000	9
1.120000	8
1.140000	8
1.160000	8
1.180000	0
1.200000	0
1.220000	0
1.240000	0
1.260000	0
1.280000	0
1.300000	0
