"Time"	"1 nw-801"
-0.200000	1
-0.180000	0
-0.160000	2
-0.140000	1
-0.120000	0
-0.100000	2
-0.080000	1
-0.060000	1
-0.040000	1
-0.020000	2
-0.000000	0
0.020000	6
0.040000	6
0.060000	6
0.080000	6
0.100000	9
0.120000	9
0.140000	9
0.160000	9
0.180000	7
0.200000	8
0.220000	8
0.240000	7
0.260000	8
0.280000	7
0.300000	6
0.320000	8
0.340000	7
0.360000	6
0.380000	6
0.400000	9
0.420000	6
0.440000	6
0.460000	6
0.480000	6
0.500000	7
0.520000	7
0.540000	6
0.560000	7
0.580000	6
0.600000	6
0.620000	6
0.640000	6
0.660000	6
0.680000	6
0.700000	6
0.720000	6
0.740000	6
0.760000	6
0.780000	6
0.800000	6
0.820000	6
0.840000	6
0.860000	6
0.880000	6
0.900000	5
0.920000	6
0.940000	6
0.960000	6
0.980000	6
1.000000	6
1.020000	6
1.040000	6
1.060000	5
1.080000	5
1.100000	6
1.120000	5
1.140000	6
1.160000	6
1.180000	2
1.200000	1
1.220000	0
1.240000	0
1.260000	0
1.280000	0
