"Time"	"1 untitled"
-0.200000	0
-0.180000	0
-0.160000	0
-0.140000	0
-0.120000	0
-0.100000	0
-0.080000	0
-0.060000	0
-0.040000	0
-0.020000	0
0.000000	0
0.020000	3
0.040000	6
0.060000	7
0.080000	8
0.100000	9
0.120000	12
0.140000	12
0.160000	12
0.180000	12
0.200000	12
0.220000	9
0.240000	11
0.260000	10
0.280000	9
0.300000	9
0.320000	10
0.340000	10
0.360000	9
0.380000	9
0.400000	8
0.420000	8
0.440000	9
0.460000	8
0.480000	9
0.500000	9
0.520000	8
0.540000	7
0.560000	9
0.580000	9
0.600000	6
0.620000	9
0.640000	7
0.660000	8
0.680000	9
0.700000	6
0.720000	9
0.740000	6
0.760000	9
0.780000	6
0.800000	9
0.820000	6
0.840000	7
0.860000	8
0.880000	7
0.900000	8
0.920000	7
0.940000	6
0.960000	8
0.980000	7
1.000000	6
1.020000	8
1.040000	7
1.060000	6
1.080000	8
1.100000	6
1.120000	7
1.140000	6
1.160000	7
1.180000	2
1.200000	0
1.220000	0
1.240000	0
1.260000	0
1.280000	0
1.300000	0
