"Time"	"1 nw-401"
-0.200000	0
-0.180000	0
-0.160000	0
-0.140000	1
-0.120000	0
-0.100000	0
-0.080000	0
-0.060000	0
-0.040000	1
-0.020000	0
0.000000	0
0.020000	4
0.040000	8
0.060000	6
0.080000	9
0.100000	11
0.120000	10
0.140000	12
0.160000	12
0.180000	11
0.200000	11
0.220000	10
0.240000	10
0.260000	10
0.280000	10
0.300000	9
0.320000	10
0.340000	9
0.360000	9
0.380000	9
0.400000	9
0.420000	9
0.440000	9
0.460000	8
0.480000	9
0.500000	9
0.520000	9
0.540000	8
0.560000	8
0.580000	8
0.600000	9
0.620000	9
0.640000	7
0.660000	8
0.680000	9
0.700000	9
0.720000	6
0.740000	9
0.760000	9
0.780000	6
0.800000	9
0.820000	9
0.840000	6
0.860000	9
0.880000	6
0.900000	9
0.920000	8
0.940000	7
0.960000	9
0.980000	6
1.000000	9
1.020000	6
1.040000	9
1.060000	6
1.080000	9
1.100000	6
1.120000	9
1.140000	6
1.160000	7
1.180000	5
1.200000	2
1.220000	0
1.240000	0
1.260000	0
1.280000	0
1.300000	0
