"Time"	"1 untitled"
-0.200000	1
-0.180000	1
-0.160000	0
-0.140000	1
-0.120000	0
-0.100000	0
-0.080000	1
-0.060000	0
-0.040000	1
-0.020000	1
-0.000000	0
0.020000	6
0.040000	8
0.060000	7
0.080000	8
0.100000	10
0.120000	10
0.140000	12
0.160000	13
0.180000	12
0.200000	12
0.220000	10
0.240000	12
0.260000	10
0.280000	11
0.300000	9
0.320000	11
0.340000	9
0.360000	10
0.380000	10
0.400000	10
0.420000	9
0.440000	9
0.460000	9
0.480000	9
0.500000	9
0.520000	9
0.540000	9
0.560000	9
0.580000	9
0.600000	9
0.620000	9
0.640000	9
0.660000	9
0.680000	9
0.700000	9
0.720000	8
0.740000	8
0.760000	8
0.780000	9
0.800000	9
0.820000	9
0.840000	8
0.860000	8
0.880000	8
0.900000	9
0.920000	9
0.940000	7
0.960000	8
0.980000	9
1.000000	8
1.020000	8
1.040000	9
1.060000	7
1.080000	8
1.100000	9
1.120000	8
1.140000	7
1.160000	8
1.180000	3
1.200000	1
1.220000	0
1.240000	0
1.260000	0
1.280000	0
