"Time"	"1 untitled"
-0.200000	1
-0.180000	3
-0.160000	1
-0.140000	2
-0.120000	3
-0.100000	1
-0.080000	2
-0.060000	2
-0.040000	2
-0.020000	3
0.000000	2
0.020000	3
0.040000	3
0.060000	6
0.080000	3
0.100000	6
0.120000	6
0.140000	6
0.160000	6
0.180000	6
0.200000	6
0.220000	5
0.240000	4
0.260000	6
0.280000	6
0.300000	4
0.320000	6
0.340000	5
0.360000	5
0.380000	5
0.400000	4
0.420000	5
0.440000	6
0.460000	4
0.480000	5
0.500000	4
0.520000	5
0.540000	6
0.560000	4
0.580000	5
0.600000	5
0.620000	4
0.640000	5
0.660000	4
0.680000	6
0.700000	3
0.720000	6
0.740000	5
0.760000	4
0.780000	5
0.800000	4
0.820000	5
0.840000	4
0.860000	5
0.880000	5
0.900000	4
0.920000	5
0.940000	4
0.960000	5
0.980000	4
1.000000	5
1.020000	4
1.040000	5
1.060000	4
1.080000	5
1.100000	4
1.120000	5
1.140000	4
1.160000	4
1.180000	3
1.200000	2
1.220000	1
1.240000	3
1.260000	0
1.280000	0
1.300000	0
