"Time"	"1 nw-1"
-0.200000	0
-0.180000	0
-0.160000	0
-0.140000	0
-0.120000	0
-0.100000	0
-0.080000	0
-0.060000	0
-0.040000	0
-0.020000	0
-0.000000	0
0.020000	4
0.040000	5
0.060000	4
0.080000	8
0.100000	8
0.120000	11
0.140000	12
0.160000	8
0.180000	3
0.200000	5
0.220000	4
0.240000	4
0.260000	3
0.280000	4
0.300000	3
0.320000	3
0.340000	2
0.360000	3
0.380000	2
0.400000	3
0.420000	1
0.440000	2
0.460000	2
0.480000	1
0.500000	1
0.520000	2
0.540000	1
0.560000	0
0.580000	2
0.600000	0
0.620000	1
0.640000	0
0.660000	0
0.680000	1
0.700000	1
0.720000	0
0.740000	0
0.760000	0
0.780000	0
0.800000	0
0.820000	1
0.840000	0
0.860000	0
0.880000	0
0.900000	0
0.920000	0
0.940000	0
0.960000	0
0.980000	0
1.000000	0
1.020000	0
1.040000	0
1.060000	0
1.080000	0
1.100000	0
1.120000	0
1.140000	0
1.160000	0
1.180000	0
1.200000	0
1.220000	0
1.240000	0
1.260000	0
1.280000	0
