"Time"	"1 nw-2"
-0.200000	0
-0.180000	0
-0.160000	0
-0.140000	0
-0.120000	0
-0.100000	0
-0.080000	0
-0.060000	0
-0.040000	0
-0.020000	0
0.000000	0
0.020000	6
0.040000	10
0.060000	12
0.080000	9
0.100000	14
0.120000	15
0.140000	16
0.160000	13
0.180000	10
0.200000	8
0.220000	9
0.240000	9
0.260000	8
0.280000	7
0.300000	9
0.320000	8
0.340000	10
0.360000	11
0.380000	9
0.400000	7
0.420000	8
0.440000	9
0.460000	8
0.480000	8
0.500000	7
0.520000	7
0.540000	7
0.560000	8
0.580000	8
0.600000	12
0.620000	8
0.640000	8
0.660000	7
0.680000	9
0.700000	9
0.720000	6
0.740000	6
0.760000	9
0.780000	7
0.800000	7
0.820000	10
0.840000	6
0.860000	7
0.880000	7
0.900000	9
0.920000	5
0.940000	7
0.960000	8
0.980000	5
1.000000	8
1.020000	9
1.040000	6
1.060000	11
1.080000	9
1.100000	6
1.120000	9
1.140000	6
1.160000	9
1.180000	0
1.200000	0
1.220000	0
1.240000	0
1.260000	0
1.280000	0
1.300000	0
