"Time"	"1 nw-401"
-0.200000	1
-0.180000	0
-0.160000	1
-0.140000	0
-0.120000	1
-0.100000	0
-0.080000	1
-0.060000	0
-0.040000	1
-0.020000	0
0.000000	0
0.020000	6
0.040000	3
0.060000	6
0.080000	6
0.100000	9
0.120000	8
0.140000	10
0.160000	9
0.180000	9
0.200000	9
0.220000	7
0.240000	8
0.260000	7
0.280000	8
0.300000	6
0.320000	6
0.340000	7
0.360000	6
0.380000	7
0.400000	6
0.420000	5
0.440000	6
0.460000	6
0.480000	6
0.500000	6
0.520000	6
0.540000	5
0.560000	5
0.580000	5
0.600000	6
0.620000	6
0.640000	4
0.660000	5
0.680000	6
0.700000	4
0.720000	5
0.740000	5
0.760000	2
0.780000	4
0.800000	2
0.820000	4
0.840000	4
0.860000	2
0.880000	4
0.900000	2
0.920000	3
0.940000	3
0.960000	4
0.980000	5
1.000000	3
1.020000	4
1.040000	2
1.060000	3
1.080000	3
1.100000	2
1.120000	4
1.140000	2
1.160000	2
1.180000	0
1.200000	0
1.220000	0
1.240000	0
1.260000	0
1.280000	0
1.300000	0
