"Time"	"1 nw-402"
-0.200000	1
-0.180000	1
-0.160000	0
-0.140000	1
-0.120000	1
-0.100000	2
-0.080000	1
-0.060000	2
-0.040000	0
-0.020000	0
0.000000	1
0.020000	2
0.040000	0
0.060000	2
0.080000	3
0.100000	4
0.120000	7
0.140000	9
0.160000	9
0.180000	3
0.200000	2
0.220000	4
0.240000	3
0.260000	3
0.280000	2
0.300000	4
0.320000	2
0.340000	3
0.360000	1
0.380000	1
0.400000	2
0.420000	1
0.440000	0
0.460000	2
0.480000	1
0.500000	1
0.520000	0
0.540000	3
0.560000	1
0.580000	1
0.600000	0
0.620000	5
0.640000	0
0.660000	1
0.680000	1
0.700000	1
0.720000	0
0.740000	0
0.760000	0
0.780000	0
0.800000	1
0.820000	0
0.840000	1
0.860000	1
0.880000	0
0.900000	0
0.920000	2
0.940000	1
0.960000	0
0.980000	1
1.000000	0
1.020000	1
1.040000	0
1.060000	1
1.080000	1
1.100000	1
1.120000	1
1.140000	1
1.160000	0
1.180000	0
1.200000	0
1.220000	1
1.240000	3
1.260000	1
1.280000	1
1.300000	2
