"Time"	"1 nw-801"
-0.200000	3
-0.180000	4
-0.160000	4
-0.140000	2
-0.120000	4
-0.100000	5
-0.080000	2
-0.060000	6
-0.040000	3
-0.020000	5
0.000000	4
0.020000	8
0.040000	5
0.060000	5
0.080000	7
0.100000	11
0.120000	12
0.140000	17
0.160000	13
0.180000	9
0.200000	8
0.220000	9
0.240000	6
0.260000	8
0.280000	7
0.300000	6
0.320000	6
0.340000	6
0.360000	6
0.380000	6
0.400000	6
0.420000	6
0.440000	3
0.460000	6
0.480000	5
0.500000	5
0.520000	5
0.540000	5
0.560000	5
0.580000	4
0.600000	5
0.620000	2
0.640000	5
0.660000	3
0.680000	5
0.700000	5
0.720000	3
0.740000	4
0.760000	3
0.780000	5
0.800000	5
0.820000	4
0.840000	6
0.860000	3
0.880000	5
0.900000	3
0.920000	5
0.940000	4
0.960000	3
0.980000	4
1.000000	4
1.020000	4
1.040000	4
1.060000	3
1.080000	4
1.100000	4
1.120000	4
1.140000	2
1.160000	2
1.180000	3
1.200000	1
1.220000	3
1.240000	2
1.260000	3
1.280000	3
1.300000	4
