"Time"	"1 nw-2"
-0.200000	3
-0.180000	4
-0.160000	4
-0.140000	1
-0.120000	8
-0.100000	2
-0.080000	4
-0.060000	5
-0.040000	3
-0.020000	3
0.000000	5
0.020000	5
0.040000	3
0.060000	5
0.080000	4
0.100000	9
0.120000	10
0.140000	10
0.160000	9
0.180000	5
0.200000	5
0.220000	4
0.240000	7
0.260000	6
0.280000	6
0.300000	6
0.320000	8
0.340000	5
0.360000	9
0.380000	3
0.400000	7
0.420000	4
0.440000	6
0.460000	4
0.480000	4
0.500000	6
0.520000	3
0.540000	4
0.560000	6
0.580000	5
0.600000	5
0.620000	5
0.640000	4
0.660000	4
0.680000	6
0.700000	5
0.720000	2
0.740000	4
0.760000	6
0.780000	4
0.800000	1
0.820000	3
0.840000	2
0.860000	4
0.880000	5
0.900000	4
0.920000	6
0.940000	0
0.960000	2
0.980000	7
1.000000	5
1.020000	2
1.040000	5
1.060000	1
1.080000	3
1.100000	5
1.120000	3
1.140000	3
1.160000	3
1.180000	2
1.200000	5
1.220000	2
1.240000	3
1.260000	2
1.280000	4
1.300000	3
