"Time"	"1 nw-2"
-0.200000	1
-0.180000	2
-0.160000	0
-0.140000	1
-0.120000	1
-0.100000	1
-0.080000	1
-0.060000	2
-0.040000	1
-0.020000	0
0.000000	0
0.020000	4
0.040000	2
0.060000	4
0.080000	6
0.100000	6
0.120000	4
0.140000	6
0.160000	5
0.180000	3
0.200000	4
0.220000	4
0.240000	3
0.260000	4
0.280000	2
0.300000	3
0.320000	2
0.340000	4
0.360000	1
0.380000	5
0.400000	3
0.420000	5
0.440000	2
0.460000	2
0.480000	3
0.500000	6
0.520000	3
0.540000	3
0.560000	3
0.580000	3
0.600000	3
0.620000	2
0.640000	1
0.660000	1
0.680000	3
0.700000	3
0.720000	1
0.740000	2
0.760000	1
0.780000	0
0.800000	4
0.820000	2
0.840000	2
0.860000	2
0.880000	2
0.900000	0
0.920000	2
0.940000	2
0.960000	2
0.980000	1
1.000000	2
1.020000	2
1.040000	1
1.060000	1
1.080000	2
1.100000	2
1.120000	1
1.140000	3
1.160000	2
1.180000	1
1.200000	0
1.220000	0
1.240000	1
1.260000	1
1.280000	1
1.300000	2
