"Time"	"1 nw-801"
-0.200000	1
-0.180000	1
-0.160000	0
-0.140000	0
-0.120000	0
-0.100000	0
-0.080000	2
-0.060000	0
-0.040000	0
-0.020000	0
-0.000000	0
0.020000	34
0.040000	44
0.060000	57
0.080000	67
0.100000	63
0.120000	68
0.140000	63
0.160000	65
0.180000	65
0.200000	58
0.220000	69
0.240000	57
0.260000	60
0.280000	63
0.300000	58
0.320000	57
0.340000	53
0.360000	62
0.380000	56
0.400000	56
0.420000	54
0.440000	55
0.460000	60
0.480000	54
0.500000	52
0.520000	53
0.540000	55
0.560000	54
0.580000	52
0.600000	54
0.620000	50
0.640000	51
0.660000	51
0.680000	50
0.700000	50
0.720000	50
0.740000	47
0.760000	46
0.780000	50
0.800000	53
0.820000	50
0.840000	49
0.860000	46
0.880000	48
0.900000	50
0.920000	44
0.940000	51
0.960000	42
0.980000	51
1.000000	46
1.020000	48
1.040000	43
1.060000	48
1.080000	36
1.100000	42
1.120000	29
1.140000	31
1.160000	17
1.180000	20
1.200000	14
1.220000	14
1.240000	14
1.260000	13
1.280000	6
