"Time"	"1 untitled"
-0.200000	0
-0.180000	0
-0.160000	0
-0.140000	0
-0.120000	0
-0.100000	0
-0.080000	0
-0.060000	0
-0.040000	0
-0.020000	0
-0.000000	0
0.020000	13
0.040000	15
0.060000	15
0.080000	19
0.100000	15
0.120000	16
0.140000	16
0.160000	12
0.180000	16
0.200000	16
0.220000	15
0.240000	14
0.260000	15
0.280000	14
0.300000	14
0.320000	13
0.340000	14
0.360000	13
0.380000	13
0.400000	13
0.420000	13
0.440000	12
0.460000	13
0.480000	12
0.500000	12
0.520000	12
0.540000	12
0.560000	13
0.580000	12
0.600000	12
0.620000	11
0.640000	12
0.660000	12
0.680000	12
0.700000	11
0.720000	12
0.740000	11
0.760000	12
0.780000	10
0.800000	12
0.820000	11
0.840000	11
0.860000	11
0.880000	10
0.900000	12
0.920000	11
0.940000	10
0.960000	11
0.980000	10
1.000000	12
1.020000	9
1.040000	12
1.060000	9
1.080000	12
1.100000	9
1.120000	11
1.140000	10
1.160000	8
1.180000	0
1.200000	0
1.220000	0
1.240000	0
1.260000	0
1.280000	0
